nickname,userId,privateAccount,signature,uniqueId,verified,videoId,createTime,likesCount,shareCount,commentCount,playCount,collectCount,description,url,timestamp,duration
Instagram | 7 milhões",enaldinho,True,6980469659455720710,1625267247,58900,111,271,513600,272,Eu amo trollar a @annaclarasr_  🤐 Vcs gostam de trollagens? 😂,https://www.tiktok.com/@enaldinho/video/6980469659455720710,2021-07-02 23:07:27,26
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6980031127637576966,1625165143,50400,289,388,504300,305,ENSINANDO MATEMÁTICA PRA UM HOMEM DAS CAVERNAS 😂 @brennermariano,https://www.tiktok.com/@enaldinho/video/6980031127637576966,2021-07-01 18:45:43,59
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6979728790842772741,1625094750,64300,379,582,716000,483,Essa é minha coleção de pop it 😍😍,https://www.tiktok.com/@enaldinho/video/6979728790842772741,2021-06-30 23:12:30,14
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6979237307194871046,1624980318,39900,84,158,382500,175,Minhocas instantâneas!! 😂🪱,https://www.tiktok.com/@enaldinho/video/6979237307194871046,2021-06-29 15:25:18,35
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6978153792684494086,1624728042,568800,1348,1196,6400000,4248,E aii? Qual o fidget toy que vc mais curtiu? @annaclarasr_,https://www.tiktok.com/@enaldinho/video/6978153792684494086,2021-06-26 17:20:42,57
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6977503856246754566,1624576718,161200,802,918,1300000,3266,Comprei uma bola que muda de cor com os sentimentos! 😱😱😱,https://www.tiktok.com/@enaldinho/video/6977503856246754566,2021-06-24 23:18:38,53
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6977151799266430214,1624494748,348600,1056,894,4200000,2732,Entrando na moda da troca de FIDGET TOYS!! @guicavalieri1 😂❤️,https://www.tiktok.com/@enaldinho/video/6977151799266430214,2021-06-24 00:32:28,56
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6976714104085974277,1624392838,101900,225,295,998500,562,Desafio da bolinha do pop it com o @brennermariano 😂😂,https://www.tiktok.com/@enaldinho/video/6976714104085974277,2021-06-22 20:13:58,20
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6976413812543016197,1624322923,95200,411,665,710000,610,Esses são os meus 3 polvinhos bipolares favoritos!!! Qual dele vcs mais gostaram?,https://www.tiktok.com/@enaldinho/video/6976413812543016197,2021-06-22 00:48:43,28
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6976024230798380293,1624232216,242100,1235,1803,2700000,2205,Joguei 10 mil estalinhos do segundo andar da minha casa!!,https://www.tiktok.com/@enaldinho/video/6976024230798380293,2021-06-20 23:36:56,45
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6975634495592566022,1624141473,112500,1745,531,1200000,1679,Pepino com açúcar vira melancia? 😂@jadesales_,https://www.tiktok.com/@enaldinho/video/6975634495592566022,2021-06-19 22:24:33,56
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6974847517057895686,1623958240,63400,237,362,564900,308,Como eu ficaria se eu fosse um personagem da Disney!! ❤️😍,https://www.tiktok.com/@enaldinho/video/6974847517057895686,2021-06-17 19:30:40,19
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6974145430913338630,1623794773,83600,178,597,736100,419,A nova temporada 7 do @fortnite é incrível! Os alienígenas invadiram. 😮 Corra e baixe agora!! 👽🛸 #EpicPartner  #FortniteInvasion  #ad,https://www.tiktok.com/@enaldinho/video/6974145430913338630,2021-06-15 22:06:13,50
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6974117664243338502,1623788308,296100,1246,1002,2500000,2848,Esse bichinho bipolar não me ajudou agora @annaclarasr_,https://www.tiktok.com/@enaldinho/video/6974117664243338502,2021-06-15 20:18:28,42
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6973777748481363205,1623709166,314700,1325,3012,3400000,3726,Não seja mordido pela cobra com minha gata 😍😂 @annaclarasr_,https://www.tiktok.com/@enaldinho/video/6973777748481363205,2021-06-14 22:19:26,26
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6973345213792210181,1623608457,888000,9258,5275,13200000,7988,Qual vcs preferem? O gigante ou o pequeno? 😂,https://www.tiktok.com/@enaldinho/video/6973345213792210181,2021-06-13 18:20:57,9
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6973039718753766662,1623537330,35800,123,208,321200,250,Você dúvida que seu misturarmos 7 cores diferentes conseguimos chegar no branco?? 🤔,https://www.tiktok.com/@enaldinho/video/6973039718753766662,2021-06-12 22:35:30,54
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6971921241095638278,1623276913,63900,117,279,626700,247,Quem come mais paçoca com o @gustavotubarao,https://www.tiktok.com/@enaldinho/video/6971921241095638278,2021-06-09 22:15:13,24
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6971532098108787973,1623186309,47000,289,352,411200,325,Cansei do polvinho bipolar e comprei um POLVÃO GIGANTE 😂😂,https://www.tiktok.com/@enaldinho/video/6971532098108787973,2021-06-08 21:05:09,27
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6971184762761350406,1623105439,72000,105,145,758900,337,Não seja mordido pelo jacaré com o@faeleamendoim 😂😂,https://www.tiktok.com/@enaldinho/video/6971184762761350406,2021-06-07 22:37:19,16
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6970751484464041222,1623004558,239700,375,383,2200000,1106,Meu irmão me chantageou com o polvilho bipolar! @guicavalieri1,https://www.tiktok.com/@enaldinho/video/6970751484464041222,2021-06-06 18:35:58,37
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6970325230313131270,1622905313,294300,3569,2109,6100000,2135,Quem sou eu nesse vídeo? 😂😂 @jacquesvanier @faeleamendoim,https://www.tiktok.com/@enaldinho/video/6970325230313131270,2021-06-05 15:01:53,15
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6970081404008844549,1622848543,108900,139,192,1100000,442,Quem ficou mais tempo no touro mecânico? @gustavotubarao,https://www.tiktok.com/@enaldinho/video/6970081404008844549,2021-06-04 23:15:43,54
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6969690753719127301,1622757588,47800,128,185,481600,256,Tire o chinelo sem deixar o balde cair! @faeleamendoim @ofernandosardinha @oguibandeira 😂😂😂,https://www.tiktok.com/@enaldinho/video/6969690753719127301,2021-06-03 21:59:48,47
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6969586638645136645,1622733346,274500,1439,1113,5400000,2492,Você conseguiria abrir a caixa misteriosa? @faeleamendoim,https://www.tiktok.com/@enaldinho/video/6969586638645136645,2021-06-03 15:15:46,49
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6969197256759201030,1622642687,160300,1164,833,2800000,1019,Tendo aula de dança com o @faeleamendoim @ofaelgomess 😂😂😂😂😂😂😂😂,https://www.tiktok.com/@enaldinho/video/6969197256759201030,2021-06-02 14:04:47,13
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6968948307926191366,1622584723,239700,1349,1181,2100000,1886,Desafio da garrafa com os agroboys 😂😂@jacquesvanier @ofaelgomess @oguibandeira,https://www.tiktok.com/@enaldinho/video/6968948307926191366,2021-06-01 21:58:43,57
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6968555097609571590,1622493172,59300,190,283,1100000,242,Eu tentando dançar... @_luizamonteiroo,https://www.tiktok.com/@enaldinho/video/6968555097609571590,2021-05-31 20:32:52,10
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6968231170488175878,1622417760,32900,105,255,327700,186,Vc já viu alguma nota dessas??,https://www.tiktok.com/@enaldinho/video/6968231170488175878,2021-05-30 23:36:00,59
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6967771632991587590,1622310757,521900,12100,2235,4500000,15800,Saiu um vídeo mais detalhado de como fazer esse polvinho no meu canal!! Lá eu disponibilizo os moldes pra imprimir!,https://www.tiktok.com/@enaldinho/video/6967771632991587590,2021-05-29 17:52:37,64
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6967361587246107910,1622215286,268200,754,4083,2300000,4083,Aposto que pensaram q o final seria diferente né 😂,https://www.tiktok.com/@enaldinho/video/6967361587246107910,2021-05-28 15:21:26,52
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6966712969505836293,1622064268,26300,402,321,304300,142,Entrando na trend de fotos 3d tmb 😂❤️,https://www.tiktok.com/@enaldinho/video/6966712969505836293,2021-05-26 21:24:28,11
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6966331502154009861,1621975450,456300,1795,1344,5000000,2491,Esse bichinho tá salvando minha vida!!,https://www.tiktok.com/@enaldinho/video/6966331502154009861,2021-05-25 20:44:10,39
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6965987269417192710,1621895303,54100,318,526,477400,667,Você conhecia alguma dessas notas? 💰,https://www.tiktok.com/@enaldinho/video/6965987269417192710,2021-05-24 22:28:23,59
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6965573048544021766,1621798859,142900,285,338,1400000,865,Desafio no balde com a @eloteamoficial @jadesales_ @_luizamonteiroo @nicolasgommes,https://www.tiktok.com/@enaldinho/video/6965573048544021766,2021-05-23 19:40:59,46
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6965232324128656645,1621719528,57500,140,547,423300,361,Acordamos meu irmão fingindo que ele dormiu por 6 meses! @guicavalieri1,https://www.tiktok.com/@enaldinho/video/6965232324128656645,2021-05-22 21:38:48,42
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6964764717722225925,1621610656,43300,124,262,343200,201,Abrindo o sabonete da sorte! 😂❤️,https://www.tiktok.com/@enaldinho/video/6964764717722225925,2021-05-21 15:24:16,38
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6964445171891129605,1621536255,103900,205,565,792800,489,"NUMERO 1 VOCÊ LAVA A LOUÇA, NUMERO 2 GANHA 50 REAIS @guicavalieri1 @eloteamoficial",https://www.tiktok.com/@enaldinho/video/6964445171891129605,2021-05-20 18:44:15,34
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6963687123362794757,1621359758,110900,470,613,1100000,608,Pegadinha do Maçarão de elástico com minha namorada 😂 @annaclarasr_,https://www.tiktok.com/@enaldinho/video/6963687123362794757,2021-05-18 17:42:38,31
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6963410898417372421,1621295445,90200,602,404,706500,571,Testando o simulador de espinhas!,https://www.tiktok.com/@enaldinho/video/6963410898417372421,2021-05-17 23:50:45,43
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6963043453336833285,1621209893,45300,111,633,372200,123,Se esse vídeo tiver muito like eu mostro como faz! ❤️,https://www.tiktok.com/@enaldinho/video/6963043453336833285,2021-05-17 00:04:53,15
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6962589075543002374,1621104098,264300,563,570,2100000,1687,Esse bichinho salvou meu namoro mesmo!!,https://www.tiktok.com/@enaldinho/video/6962589075543002374,2021-05-15 18:41:38,34
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6962284888456170757,1621033275,68000,164,363,616700,333,Quem rir primeiro perde com o @nicolasgommes 😂,https://www.tiktok.com/@enaldinho/video/6962284888456170757,2021-05-14 23:01:15,20
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6961896760566353158,1620942907,78300,168,1314,585700,318,Quando só tenho 1 real pra comer!,https://www.tiktok.com/@enaldinho/video/6961896760566353158,2021-05-13 21:55:07,16
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6961426677368900869,1620833457,31700,106,259,278600,139,Quanto tempo minha mãe demorou pra perceber que estava sendo trollada? 😂 #prank #pegadinha #humor #comedia,https://www.tiktok.com/@enaldinho/video/6961426677368900869,2021-05-12 15:30:57,43
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6960456595889229061,1620607593,99100,707,718,1100000,405,Feliz dia das mães pra todas as mãe que me seguem ❤️,https://www.tiktok.com/@enaldinho/video/6960456595889229061,2021-05-10 00:46:33,15
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6960400713369275653,1620594581,89500,619,1474,1200000,803,Isso que da ficar atoa com o TikTok aberto 😂😂😂,https://www.tiktok.com/@enaldinho/video/6960400713369275653,2021-05-09 21:09:41,9
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6960079642573294853,1620519827,46800,129,318,397800,181,E se tentar tirar eles mordem! 😂,https://www.tiktok.com/@enaldinho/video/6960079642573294853,2021-05-09 00:23:47,11
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6959661420325752069,1620422451,303100,1753,2520,2400000,6570,😂😂😂,https://www.tiktok.com/@enaldinho/video/6959661420325752069,2021-05-07 21:20:51,10
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6959215175123684614,1620318552,133200,214,503,971500,783,Nitrogênio líquido vs folha de alface 🥬😂,https://www.tiktok.com/@enaldinho/video/6959215175123684614,2021-05-06 16:29:12,32
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6958904136297385221,1620246132,57500,398,5370,531900,298,Da última vez eu perdi! Quero ver quem ganha agora!! Deixa aqui nos comentários se vcs ganharam ou perderam 😂,https://www.tiktok.com/@enaldinho/video/6958904136297385221,2021-05-05 20:22:12,55
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6958566836271140101,1620167599,52500,135,365,513700,208,Descobri que eu não tenho absolutamente nada de parecido com a minha namorada 😂 @annaclarasr_,https://www.tiktok.com/@enaldinho/video/6958566836271140101,2021-05-04 22:33:19,14
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6958084705585532166,1620055344,450900,41300,3183,5300000,19800,Como fazer um churros super rápido em casa!,https://www.tiktok.com/@enaldinho/video/6958084705585532166,2021-05-03 15:22:24,53
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6957382979836546310,1619891960,109200,389,482,1300000,521,Assim até eu fico diferente quando temos o Neymar JR no Fortnite.  Siga @fortnite  para mais!  #EpicPartner,https://www.tiktok.com/@enaldinho/video/6957382979836546310,2021-05-01 17:59:20,27
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6957100203761536261,1619826122,62500,216,439,534300,363,Testando truques do TikTok! Quem viu esse vídeo no canal deixa o like! 🕯😂,https://www.tiktok.com/@enaldinho/video/6957100203761536261,2021-04-30 23:42:02,33
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6956994759218973958,1619801571,333100,3742,2469,2900000,5051,Amor de mãe é assim né 😂😂,https://www.tiktok.com/@enaldinho/video/6956994759218973958,2021-04-30 16:52:51,8
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6956724921502371077,1619738745,332400,3276,2756,5100000,2121,Quando estou gravando com os meus amigos 😂❤️ @nicolasgommes @brennermariano @eloteamoficial,https://www.tiktok.com/@enaldinho/video/6956724921502371077,2021-04-29 23:25:45,15
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,6956595913267744005,1619708708,33700,56,157,390100,113,Tentando deixar o rosto O mais parado posivel pra nao ativar o filtro 😂,https://www.tiktok.com/@enaldinho/video/6956595913267744005,2021-04-29 15:05:08,7
